Pavarde Vardas ND1 ND2 ND3 ND4 ND5 Egzaminas
Pavarde153 Vardas153 1 8 4 0 1 6 
Pavarde154 Vardas154 9 8 7 5 0 3 
Pavarde155 Vardas155 1 10 10 4 5 0 
Pavarde156 Vardas156 4 2 1 2 1 9 
Pavarde157 Vardas157 9 2 4 5 4 10 
Pavarde158 Vardas158 5 8 2 8 3 1 
Pavarde159 Vardas159 1 3 3 10 10 8 
Pavarde160 Vardas160 7 5 8 2 3 2 
Pavarde161 Vardas161 2 0 7 9 3 9 
Pavarde162 Vardas162 3 10 8 9 1 3 
Pavarde163 Vardas163 8 6 9 10 5 9 
Pavarde164 Vardas164 9 9 9 9 10 7 
Pavarde165 Vardas165 6 5 8 4 6 7 
Pavarde166 Vardas166 7 8 10 6 6 1 
Pavarde167 Vardas167 9 5 9 3 9 8 
Pavarde168 Vardas168 6 9 10 3 10 10 
Pavarde169 Vardas169 0 8 5 7 9 6 
Pavarde170 Vardas170 2 6 6 4 0 1 
Pavarde171 Vardas171 6 7 8 10 4 9 
Pavarde172 Vardas172 4 7 9 2 5 5 
Pavarde173 Vardas173 4 0 4 4 7 2 
Pavarde174 Vardas174 2 6 5 9 6 4 
Pavarde175 Vardas175 3 3 10 0 7 8 
Pavarde176 Vardas176 3 3 3 7 2 10 
Pavarde177 Vardas177 8 1 10 4 1 1 
Pavarde178 Vardas178 8 6 1 3 8 8 
Pavarde179 Vardas179 6 1 9 0 8 8 
Pavarde180 Vardas180 0 10 9 5 3 3 
Pavarde181 Vardas181 6 5 9 5 4 1 
Pavarde182 Vardas182 10 5 10 9 9 8 
Pavarde183 Vardas183 5 3 8 0 3 6 
Pavarde184 Vardas184 9 8 5 4 10 9 
Pavarde185 Vardas185 1 1 3 0 7 10 
Pavarde186 Vardas186 6 5 7 10 9 3 
Pavarde187 Vardas187 9 8 9 6 0 5 
Pavarde188 Vardas188 1 3 8 1 5 8 
Pavarde189 Vardas189 5 8 1 10 1 8 
Pavarde190 Vardas190 2 10 8 8 3 3 
Pavarde191 Vardas191 0 3 2 6 1 2 
Pavarde192 Vardas192 1 8 1 2 6 1 
Pavarde193 Vardas193 5 8 1 0 10 10 
Pavarde194 Vardas194 5 8 0 1 3 8 
Pavarde195 Vardas195 1 1 10 5 8 5 
Pavarde196 Vardas196 6 1 4 8 0 3 
Pavarde197 Vardas197 0 10 2 2 10 3 
Pavarde198 Vardas198 4 2 6 0 3 2 
Pavarde199 Vardas199 5 3 2 6 2 7 
Pavarde200 Vardas200 3 5 0 2 6 10 
Pavarde201 Vardas201 2 4 3 8 7 1 
Pavarde202 Vardas202 9 5 5 5 4 3 
Pavarde203 Vardas203 0 1 2 6 10 4 
Pavarde204 Vardas204 3 8 3 7 6 8 
Pavarde205 Vardas205 4 10 1 4 5 10 
Pavarde206 Vardas206 7 2 2 4 10 2 
Pavarde207 Vardas207 5 7 0 3 6 6 
Pavarde208 Vardas208 7 3 7 5 8 6 
Pavarde209 Vardas209 5 4 1 3 0 7 
Pavarde210 Vardas210 5 0 10 0 3 3 
Pavarde211 Vardas211 1 5 10 7 8 9 
Pavarde212 Vardas212 9 6 8 5 8 3 
Pavarde213 Vardas213 2 7 6 5 7 5 
Pavarde214 Vardas214 7 9 8 4 9 4 
Pavarde215 Vardas215 4 1 3 2 9 7 
Pavarde216 Vardas216 2 2 5 10 8 9 
Pavarde217 Vardas217 9 9 8 5 7 9 
Pavarde218 Vardas218 10 6 4 8 8 5 
Pavarde219 Vardas219 5 5 10 6 9 0 
Pavarde220 Vardas220 9 9 0 9 4 6 
Pavarde221 Vardas221 8 2 7 5 10 6 
Pavarde222 Vardas222 0 6 4 8 7 7 
Pavarde223 Vardas223 4 2 10 2 2 5 
Pavarde224 Vardas224 1 5 6 7 6 8 
Pavarde225 Vardas225 0 8 5 5 4 9 
Pavarde226 Vardas226 7 1 5 6 8 0 
Pavarde227 Vardas227 1 7 6 4 6 1 
Pavarde228 Vardas228 8 5 10 1 4 10 
Pavarde229 Vardas229 5 2 9 0 4 4 
Pavarde230 Vardas230 0 5 3 5 9 9 
Pavarde231 Vardas231 2 0 7 6 4 2 
Pavarde232 Vardas232 7 8 2 8 10 6 
Pavarde233 Vardas233 10 3 5 5 5 0 
Pavarde234 Vardas234 0 6 0 5 1 8 
Pavarde235 Vardas235 4 2 8 4 1 0 
Pavarde236 Vardas236 10 7 0 6 10 6 
Pavarde237 Vardas237 5 4 8 3 0 2 
Pavarde238 Vardas238 0 3 8 1 3 5 
Pavarde239 Vardas239 10 7 7 6 0 10 
Pavarde240 Vardas240 6 9 10 6 6 3 
Pavarde241 Vardas241 3 3 7 0 2 9 
Pavarde242 Vardas242 5 6 0 7 9 3 
Pavarde243 Vardas243 6 8 10 7 5 3 
Pavarde244 Vardas244 2 9 4 8 9 4 
Pavarde245 Vardas245 0 4 10 8 4 3 
Pavarde246 Vardas246 6 5 1 2 8 3 
Pavarde247 Vardas247 5 9 0 10 10 3 
Pavarde248 Vardas248 6 0 3 1 4 7 
Pavarde249 Vardas249 1 3 1 0 8 2 
Pavarde250 Vardas250 6 3 9 5 2 1 
Pavarde251 Vardas251 1 0 0 4 4 1 
Pavarde252 Vardas252 7 3 0 2 3 6 
Pavarde253 Vardas253 3 3 2 9 7 10 
Pavarde254 Vardas254 4 9 4 6 4 0 
Pavarde255 Vardas255 0 9 10 3 4 6 
Pavarde256 Vardas256 6 4 4 7 1 2 
Pavarde257 Vardas257 5 9 5 1 4 5 
Pavarde258 Vardas258 5 9 2 0 10 7 
Pavarde259 Vardas259 7 4 3 0 2 7 
Pavarde260 Vardas260 6 3 10 10 4 3 
Pavarde261 Vardas261 4 2 4 9 5 1 
Pavarde262 Vardas262 9 8 0 2 2 2 
Pavarde263 Vardas263 0 10 4 4 6 7 
Pavarde264 Vardas264 5 6 9 3 9 4 
Pavarde265 Vardas265 1 10 3 2 5 6 
Pavarde266 Vardas266 4 10 4 8 5 4 
Pavarde267 Vardas267 6 5 8 1 2 1 
Pavarde268 Vardas268 2 3 2 7 9 10 
Pavarde269 Vardas269 2 8 4 1 4 8 
Pavarde270 Vardas270 4 4 9 5 5 9 
Pavarde271 Vardas271 7 9 9 1 3 3 
Pavarde272 Vardas272 5 3 0 8 3 10 
Pavarde273 Vardas273 8 4 10 7 1 3 
Pavarde274 Vardas274 3 10 2 8 7 1 
Pavarde275 Vardas275 3 9 2 0 0 7 
Pavarde276 Vardas276 2 7 10 2 6 2 
Pavarde277 Vardas277 4 5 7 9 9 5 
Pavarde278 Vardas278 5 5 7 3 0 8 
Pavarde279 Vardas279 4 5 9 9 4 4 
Pavarde280 Vardas280 6 10 9 0 3 3 
Pavarde281 Vardas281 4 7 10 0 3 0 
Pavarde282 Vardas282 1 3 9 2 3 1 
Pavarde283 Vardas283 2 6 1 5 9 9 
Pavarde284 Vardas284 9 3 10 5 3 9 
Pavarde285 Vardas285 7 0 4 9 2 6 
Pavarde286 Vardas286 2 1 3 2 2 1 
Pavarde287 Vardas287 6 9 6 8 8 4 
Pavarde288 Vardas288 7 3 4 7 8 0 
Pavarde289 Vardas289 2 6 2 6 2 3 
Pavarde290 Vardas290 2 0 7 9 9 10 
Pavarde291 Vardas291 4 10 3 10 6 6 
Pavarde292 Vardas292 9 3 2 2 0 6 
Pavarde293 Vardas293 10 3 7 9 3 3 
Pavarde294 Vardas294 5 1 1 5 8 0 
Pavarde295 Vardas295 3 0 9 2 4 5 
Pavarde296 Vardas296 9 4 6 8 8 4 
Pavarde297 Vardas297 7 9 10 2 0 9 
Pavarde298 Vardas298 0 3 8 10 3 9 
Pavarde299 Vardas299 0 0 4 8 9 4 
Pavarde300 Vardas300 10 6 4 9 2 3 
Pavarde301 Vardas301 5 0 2 7 7 5 
Pavarde302 Vardas302 4 8 10 3 6 9 
Pavarde303 Vardas303 8 6 10 9 8 9 
Pavarde304 Vardas304 8 3 5 4 0 7 
Pavarde305 Vardas305 8 5 7 5 7 4 
Pavarde306 Vardas306 1 7 8 5 5 8 
Pavarde307 Vardas307 8 1 6 2 10 1 
Pavarde308 Vardas308 3 5 10 3 8 7 
Pavarde309 Vardas309 5 0 2 10 10 4 
Pavarde310 Vardas310 10 5 9 8 1 1 
Pavarde311 Vardas311 2 7 10 0 8 1 
Pavarde312 Vardas312 10 0 7 3 8 8 
Pavarde313 Vardas313 3 1 9 2 1 0 
Pavarde314 Vardas314 4 1 4 2 5 8 
Pavarde315 Vardas315 1 10 1 6 5 8 
Pavarde316 Vardas316 5 6 0 6 9 5 
Pavarde317 Vardas317 4 1 5 10 6 1 
Pavarde318 Vardas318 7 2 1 3 10 8 
Pavarde319 Vardas319 10 9 3 4 6 8 
Pavarde320 Vardas320 3 9 10 8 4 4 
Pavarde321 Vardas321 7 4 2 10 3 6 
Pavarde322 Vardas322 7 2 10 10 10 5 
Pavarde323 Vardas323 2 4 1 6 0 9 
Pavarde324 Vardas324 8 7 10 8 8 6 
Pavarde325 Vardas325 9 7 7 0 4 1 
Pavarde326 Vardas326 2 8 7 5 1 9 
Pavarde327 Vardas327 9 4 0 0 4 9 
Pavarde328 Vardas328 5 0 5 4 6 10 
Pavarde329 Vardas329 2 1 9 7 5 2 
Pavarde330 Vardas330 7 4 1 3 10 1 
Pavarde331 Vardas331 3 2 0 10 3 2 
Pavarde332 Vardas332 1 3 9 9 2 0 
Pavarde333 Vardas333 0 5 4 0 3 3 
Pavarde334 Vardas334 0 0 10 0 4 9 
Pavarde335 Vardas335 2 6 8 9 0 8 
Pavarde336 Vardas336 7 4 6 0 7 7 
Pavarde337 Vardas337 10 5 4 3 1 10 
Pavarde338 Vardas338 4 6 5 4 5 6 
Pavarde339 Vardas339 5 4 4 1 6 4 
Pavarde340 Vardas340 6 6 3 1 4 3 
Pavarde341 Vardas341 6 8 3 7 9 3 
Pavarde342 Vardas342 10 5 3 7 4 9 
Pavarde343 Vardas343 6 5 2 3 2 7 
Pavarde344 Vardas344 4 0 7 1 2 0 
Pavarde345 Vardas345 5 6 10 8 5 5 
Pavarde346 Vardas346 8 3 2 6 0 8 
Pavarde347 Vardas347 0 2 1 1 5 10 
Pavarde348 Vardas348 4 6 2 8 0 6 
Pavarde349 Vardas349 9 6 1 0 9 10 
Pavarde350 Vardas350 7 9 6 2 0 5 
Pavarde351 Vardas351 9 5 5 10 10 0 
Pavarde352 Vardas352 8 2 9 4 5 7 
Pavarde353 Vardas353 4 8 7 10 9 8 
Pavarde354 Vardas354 2 6 7 5 0 6 
Pavarde355 Vardas355 6 4 9 4 4 9 
Pavarde356 Vardas356 2 2 9 6 4 5 
Pavarde357 Vardas357 3 7 10 5 10 4 
Pavarde358 Vardas358 8 6 2 7 10 6 
Pavarde359 Vardas359 2 10 5 3 3 1 
Pavarde360 Vardas360 6 0 5 3 5 1 
Pavarde361 Vardas361 9 4 10 8 9 8 
Pavarde362 Vardas362 5 10 0 5 2 8 
Pavarde363 Vardas363 10 0 7 7 4 3 
Pavarde364 Vardas364 6 4 1 7 8 7 
Pavarde365 Vardas365 7 9 4 10 4 3 
Pavarde366 Vardas366 10 7 1 7 3 2 
Pavarde367 Vardas367 0 9 9 10 5 2 
Pavarde368 Vardas368 3 3 6 1 4 9 
Pavarde369 Vardas369 1 0 10 8 4 3 
Pavarde370 Vardas370 1 3 8 7 3 6 
Pavarde371 Vardas371 8 3 5 2 3 8 
Pavarde372 Vardas372 4 2 6 0 3 1 
Pavarde373 Vardas373 5 0 2 9 6 5 
Pavarde374 Vardas374 9 0 1 0 10 3 
Pavarde375 Vardas375 8 5 8 8 3 0 
Pavarde376 Vardas376 6 2 4 2 8 10 
Pavarde377 Vardas377 6 5 2 6 10 1 
Pavarde378 Vardas378 1 2 6 7 3 5 
Pavarde379 Vardas379 3 3 10 7 2 8 
Pavarde380 Vardas380 2 1 10 8 4 6 
Pavarde381 Vardas381 0 1 5 6 8 1 
Pavarde382 Vardas382 6 9 9 4 7 3 
Pavarde383 Vardas383 1 7 5 2 2 9 
Pavarde384 Vardas384 8 8 4 6 0 1 
Pavarde385 Vardas385 0 6 1 7 4 0 
Pavarde386 Vardas386 5 10 9 6 6 8 
Pavarde387 Vardas387 3 2 1 8 0 4 
Pavarde388 Vardas388 2 1 3 7 2 4 
Pavarde389 Vardas389 10 4 5 1 4 4 
Pavarde390 Vardas390 4 8 6 1 0 4 
Pavarde391 Vardas391 1 1 4 10 3 9 
Pavarde392 Vardas392 8 2 7 8 4 4 
Pavarde393 Vardas393 2 10 10 10 6 7 
Pavarde394 Vardas394 0 9 2 9 4 9 
Pavarde395 Vardas395 7 2 8 5 2 10 
Pavarde396 Vardas396 2 6 4 9 10 4 
Pavarde397 Vardas397 3 8 9 6 2 10 
Pavarde398 Vardas398 3 1 4 5 0 9 
Pavarde399 Vardas399 1 2 1 5 3 7 
Pavarde400 Vardas400 3 2 10 3 8 5 
Pavarde401 Vardas401 10 9 7 4 10 3 
Pavarde402 Vardas402 10 3 2 9 1 1 
Pavarde403 Vardas403 4 4 0 5 3 6 
Pavarde404 Vardas404 8 4 10 8 5 8 
Pavarde405 Vardas405 10 5 9 3 3 2 
Pavarde406 Vardas406 8 4 2 6 6 9 
Pavarde407 Vardas407 3 7 5 0 0 2 
Pavarde408 Vardas408 1 1 7 5 1 7 
Pavarde409 Vardas409 1 10 9 7 0 1 
Pavarde410 Vardas410 10 5 0 7 5 9 
Pavarde411 Vardas411 4 5 8 9 6 4 
Pavarde412 Vardas412 8 7 10 1 9 3 
Pavarde413 Vardas413 0 7 2 5 5 9 
Pavarde414 Vardas414 1 7 3 1 2 7 
Pavarde415 Vardas415 4 8 9 9 3 4 
Pavarde416 Vardas416 9 6 5 8 7 4 
Pavarde417 Vardas417 9 8 9 7 4 10 
Pavarde418 Vardas418 0 3 0 4 7 3 
Pavarde419 Vardas419 0 3 10 4 9 10 
Pavarde420 Vardas420 7 3 0 9 4 3 
Pavarde421 Vardas421 10 2 0 1 9 9 
Pavarde422 Vardas422 8 3 4 3 7 4 
Pavarde423 Vardas423 10 6 1 1 3 2 
Pavarde424 Vardas424 3 1 7 6 7 5 
Pavarde425 Vardas425 5 5 8 2 9 3 
Pavarde426 Vardas426 7 8 2 1 2 9 
Pavarde427 Vardas427 10 6 2 7 6 9 
Pavarde428 Vardas428 9 9 3 5 7 10 
Pavarde429 Vardas429 7 8 5 7 8 6 
Pavarde430 Vardas430 6 8 2 5 7 8 
Pavarde431 Vardas431 8 10 10 0 2 0 
Pavarde432 Vardas432 9 1 9 9 2 7 
Pavarde433 Vardas433 3 0 6 8 6 4 
Pavarde434 Vardas434 7 5 3 0 7 1 
Pavarde435 Vardas435 5 2 3 5 3 4 
Pavarde436 Vardas436 3 8 7 1 8 1 
Pavarde437 Vardas437 5 4 5 8 0 8 
Pavarde438 Vardas438 1 10 7 0 2 8 
Pavarde439 Vardas439 3 8 7 3 10 7 
Pavarde440 Vardas440 8 1 0 8 3 10 
Pavarde441 Vardas441 8 1 7 10 4 0 
Pavarde442 Vardas442 1 6 9 0 1 10 
Pavarde443 Vardas443 5 5 4 4 3 4 
Pavarde444 Vardas444 3 0 8 5 2 1 
Pavarde445 Vardas445 7 10 8 2 7 2 
Pavarde446 Vardas446 9 3 2 0 7 8 
Pavarde447 Vardas447 7 10 9 8 8 5 
Pavarde448 Vardas448 7 3 4 0 1 5 
Pavarde449 Vardas449 5 5 5 0 2 5 
Pavarde450 Vardas450 2 3 2 9 6 10 
Pavarde451 Vardas451 6 10 10 4 2 5 
Pavarde452 Vardas452 9 8 3 3 3 0 
Pavarde453 Vardas453 10 0 5 6 0 0 
Pavarde454 Vardas454 0 6 6 4 9 7 
Pavarde455 Vardas455 9 7 7 0 7 7 
Pavarde456 Vardas456 9 7 9 3 2 1 
Pavarde457 Vardas457 3 0 8 0 0 7 
Pavarde458 Vardas458 8 5 10 3 1 10 
Pavarde459 Vardas459 5 8 7 7 9 6 
Pavarde460 Vardas460 5 1 0 2 2 4 
Pavarde461 Vardas461 5 4 1 3 5 7 
Pavarde462 Vardas462 10 2 2 1 1 9 
Pavarde463 Vardas463 7 6 1 1 4 9 
Pavarde464 Vardas464 3 2 8 6 2 2 
Pavarde465 Vardas465 8 1 10 8 9 0 
Pavarde466 Vardas466 0 1 8 8 2 1 
Pavarde467 Vardas467 7 7 2 0 3 6 
Pavarde468 Vardas468 0 1 10 9 1 9 
Pavarde469 Vardas469 8 4 10 0 10 2 
Pavarde470 Vardas470 8 10 4 7 7 5 
Pavarde471 Vardas471 6 7 1 2 0 2 
Pavarde472 Vardas472 2 7 5 0 10 10 
Pavarde473 Vardas473 1 10 7 6 2 2 
Pavarde474 Vardas474 0 2 6 5 3 8 
Pavarde475 Vardas475 0 5 9 7 1 7 
Pavarde476 Vardas476 7 6 2 2 1 0 
Pavarde477 Vardas477 3 1 5 7 7 4 
Pavarde478 Vardas478 5 1 1 3 6 8 
Pavarde479 Vardas479 3 5 10 8 2 2 
Pavarde480 Vardas480 6 10 0 0 10 10 
Pavarde481 Vardas481 0 9 10 6 0 3 
Pavarde482 Vardas482 7 2 10 3 4 7 
Pavarde483 Vardas483 5 6 4 7 9 4 
Pavarde484 Vardas484 4 4 9 7 7 10 
Pavarde485 Vardas485 3 5 5 5 9 7 
Pavarde486 Vardas486 0 2 6 10 9 3 
Pavarde487 Vardas487 10 3 9 10 0 5 
Pavarde488 Vardas488 7 2 8 6 2 3 
Pavarde489 Vardas489 6 3 0 5 3 10 
Pavarde490 Vardas490 7 8 9 5 10 8 
Pavarde491 Vardas491 6 6 0 8 5 8 
Pavarde492 Vardas492 8 2 1 10 3 3 
Pavarde493 Vardas493 7 5 3 2 4 5 
Pavarde494 Vardas494 10 8 9 2 5 4 
Pavarde495 Vardas495 2 5 3 5 7 1 
Pavarde496 Vardas496 9 3 10 7 3 7 
Pavarde497 Vardas497 2 1 6 5 5 10 
Pavarde498 Vardas498 10 3 9 3 3 10 
Pavarde499 Vardas499 3 2 9 7 9 4 
Pavarde500 Vardas500 3 0 1 4 4 9 
Pavarde501 Vardas501 8 8 6 1 10 1 
Pavarde502 Vardas502 4 0 5 2 0 5 
Pavarde503 Vardas503 0 0 0 9 10 0 
Pavarde504 Vardas504 3 0 2 1 1 5 
Pavarde505 Vardas505 10 10 9 4 4 2 
Pavarde506 Vardas506 7 7 6 7 5 5 
Pavarde507 Vardas507 2 4 1 5 8 9 
Pavarde508 Vardas508 4 2 9 1 5 3 
Pavarde509 Vardas509 8 8 7 4 1 4 
Pavarde510 Vardas510 5 2 2 6 0 10 
Pavarde511 Vardas511 6 3 5 5 3 5 
Pavarde512 Vardas512 4 0 7 5 1 9 
Pavarde513 Vardas513 7 8 1 3 6 3 
Pavarde514 Vardas514 0 6 4 5 4 4 
Pavarde515 Vardas515 7 6 6 2 4 6 
Pavarde516 Vardas516 7 4 0 3 0 6 
Pavarde517 Vardas517 5 5 0 9 0 2 
Pavarde518 Vardas518 10 7 5 9 7 8 
Pavarde519 Vardas519 3 7 3 7 7 0 
Pavarde520 Vardas520 3 9 8 1 7 1 
Pavarde521 Vardas521 2 6 1 10 0 6 
Pavarde522 Vardas522 1 6 9 6 9 2 
Pavarde523 Vardas523 2 8 6 2 10 6 
Pavarde524 Vardas524 10 8 8 3 4 10 
Pavarde525 Vardas525 9 2 8 6 10 5 
Pavarde526 Vardas526 8 0 0 3 8 1 
Pavarde527 Vardas527 0 2 2 2 9 1 
Pavarde528 Vardas528 10 8 7 10 0 6 
Pavarde529 Vardas529 2 4 9 2 10 7 
Pavarde530 Vardas530 1 4 4 2 3 0 
Pavarde531 Vardas531 10 6 5 4 1 6 
Pavarde532 Vardas532 2 5 3 9 7 7 
Pavarde533 Vardas533 7 3 0 6 2 6 
Pavarde534 Vardas534 9 0 8 1 9 10 
Pavarde535 Vardas535 5 10 3 9 8 0 
